dr7objid,ra,dec,z,petroR50_r,deVAB_r,seeing_r,run,camcol,rerun,field,Zoo1,image
587722983908442326,227.6719,0.4441944,0.072534,3.959201,0.9999868,1.181304,752,5,40,562,E,fpC-000752-r5-0562.fit.gz
587742551227957505,243.2292,11.08264,0.0409202,4.434981,0.9999866,1.03291,5308,4,40,339,E,fpC-005308-r4-0339.fit.gz
587735742617419887,242.7583,29.52467,0.0519764,4.135752,0.999982,1.111955,3723,2,40,131,E,fpC-003723-r2-0131.fit.gz
588017947736277140,169.1874,40.93919,0.0753653,3.927433,0.9999635,1.222247,3893,2,41,96,E,fpC-003893-r2-0096.fit.gz
588015509281898683,28.65937,0.2041944,0.0824676,3.625144,0.9999338,1.04598,3325,4,41,299,E,fpC-003325-r4-0299.fit.gz
587728669876355363,116.6787,36.07333,0.0634857,4.889564,0.9998947,1.301759,2076,4,40,75,E,fpC-002076-r4-0075.fit.gz
587741602035990673,194.9971,27.19744,0.0606448,7.247511,0.9998807,1.354506,5087,4,40,275,E,fpC-005087-r4-0275.fit.gz
587742015427444811,175.005,23.33892,0.0503273,4.810638,0.9998758,1.495531,5183,6,40,288,E,fpC-005183-r6-0288.fit.gz
587741489302667418,180.1484,29.19619,0.0810569,3.585777,0.9998681,1.104306,5061,2,40,421,E,fpC-005061-r2-0421.fit.gz
588010358545055747,170.0742,4.320361,0.0490992,4.800957,0.9998343,1.092529,2126,2,41,340,E,fpC-002126-r2-0340.fit.gz
588018253215301834,225.2531,44.58061,0.0868509,5.012039,0.9998142,1.171274,3964,3,41,88,E,fpC-003964-r3-0088.fit.gz
587739405705150653,176.0388,33.48228,0.0314832,4.118118,0.9998139,1.150863,4576,1,40,398,E,fpC-004576-r1-0398.fit.gz
587735742612373777,231.5807,36.31008,0.0654444,3.395131,0.9998009,1.045399,3723,2,40,54,E,fpC-003723-r2-0054.fit.gz
587745540520345646,155.6189,15.75389,0.0444046,5.059065,0.9997632,1.511051,6004,4,40,265,E,fpC-006004-r4-0265.fit.gz
587735663163605142,160.1679,40.64408,0.0816505,4.557088,0.9997296,1.143558,3704,6,40,178,E,fpC-003704-r6-0178.fit.gz
588017977832505698,221.9192,33.12775,0.0869804,4.250106,0.999719,0.9692987,3900,2,41,576,E,fpC-003900-r2-0576.fit.gz
587742901790179455,191.2473,16.47261,0.060275,3.113905,0.9997168,0.938925,5390,1,40,118,E,fpC-005390-r1-0118.fit.gz
587727943496695864,149.1395,1.849222,0.0327812,5.644514,0.9996946,1.575604,1907,3,40,177,E,fpC-001907-r3-0177.fit.gz
587739381529051357,229.4967,26.87806,0.0849014,6.104288,0.9990851,1.220989,4570,4,40,140,E,fpC-004570-r4-0140.fit.gz
587738569774596261,178.5969,15.20528,0.0806143,3.478197,0.9990655,0.8819914,4381,4,40,54,E,fpC-004381-r4-0054.fit.gz
587731185673371767,14.41742,-0.5912778,0.0456035,4.06146,0.9964798,1.245092,2662,2,40,379,E,fpC-002662-r2-0379.fit.gz
587742575917924495,214.8884,16.85717,0.0726555,4.563347,0.9964656,1.163507,5314,2,40,246,E,fpC-005314-r2-0246.fit.gz
587729773145817262,207.4749,-2.623222,0.0754143,4.55394,0.9947816,1.346606,2333,3,40,71,E,fpC-002333-r3-0071.fit.gz
588017977277677607,171.0698,38.01545,0.035597,6.486909,0.9946526,1.898481,3900,1,41,302,E,fpC-003900-r1-0302.fit.gz
588017725479321651,196.7077,7.444056,0.0459288,4.723905,0.9941781,0.9930434,3841,4,41,212,E,fpC-003841-r4-0212.fit.gz
588017703489241360,230.8083,8.645445,0.0351439,4.123946,0.9940635,1.231552,3836,3,41,542,E,fpC-003836-r3-0542.fit.gz
587732577759199691,128.5966,3.760111,0.0760064,3.992548,0.993511,1.210071,2986,3,40,67,E,fpC-002986-r3-0067.fit.gz
587738067267682515,119.2228,53.16603,0.0846751,3.822921,0.9931608,1.204121,4264,4,40,119,E,fpC-004264-r4-0119.fit.gz
587736584433762658,230.057,32.00895,0.0796451,4.920451,0.9929439,1.123469,3919,2,40,173,E,fpC-003919-r2-0173.fit.gz
587742062674116748,161.6653,21.86736,0.0469605,4.706965,0.9927955,1.385224,5194,6,40,319,E,fpC-005194-r6-0319.fit.gz
588017979450196262,239.0479,26.77006,0.0829732,4.343097,0.9924346,1.287234,3900,5,41,684,E,fpC-003900-r5-0684.fit.gz
587741533326016558,180.3723,30.25167,0.0718541,4.744576,0.99147,1.315253,5071,4,40,420,E,fpC-005071-r4-0420.fit.gz
587731891649052897,167.9878,57.079,0.045773,4.589789,0.9911891,1.382279,2826,5,40,233,E,fpC-002826-r5-0233.fit.gz
587739844846157859,216.633,21.55717,0.030602,4.414187,0.9897617,1.267219,4678,3,40,102,E,fpC-004678-r3-0102.fit.gz
588023045865406507,134.586,17.53786,0.0488798,6.574049,0.9896997,1.064669,5080,2,41,141,E,fpC-005080-r2-0141.fit.gz
588298664114913405,199.6087,47.22317,0.0571104,5.869097,0.9896285,1.052546,3716,5,42,104,E,fpC-003716-r5-0104.fit.gz
588011217522458757,194.3382,61.46903,0.0609007,4.36957,0.9894927,1.293887,2326,2,41,95,E,fpC-002326-r2-0095.fit.gz
587726031167160447,162.5135,1.157917,0.0393148,4.212177,0.9889399,1.293805,1462,1,40,248,E,fpC-001462-r1-0248.fit.gz
587736542563664101,234.7283,6.664444,0.0373564,4.688635,0.9888102,1.039329,3909,4,40,262,E,fpC-003909-r4-0262.fit.gz
587739407850799314,170.8347,34.66117,0.0408494,4.253129,0.9884423,1.218152,4576,5,40,370,E,fpC-004576-r5-0370.fit.gz
587742611347997022,238.7515,10.88236,0.0725649,4.530778,0.9883851,1.402242,5322,4,40,194,E,fpC-005322-r4-0194.fit.gz
587733409909309526,213.7153,50.40231,0.0745484,4.667009,0.9883638,1.328052,3180,1,40,70,E,fpC-003180-r1-0070.fit.gz
587739380455768301,230.1737,25.68081,0.0323675,6.314058,0.988286,1.298792,4570,2,40,147,E,fpC-004570-r2-0147.fit.gz
587732702326292539,154.0009,6.251444,0.0458396,4.84747,0.9878688,1.204338,3015,3,40,266,E,fpC-003015-r3-0266.fit.gz
587741708328829127,133.5103,17.34264,0.0668217,3.678471,0.987557,1.041299,5112,2,40,159,E,fpC-005112-r2-0159.fit.gz
587726015088689421,225.2191,1.764194,0.0416113,3.602345,0.9871628,1.110733,1458,3,40,670,E,fpC-001458-r3-0670.fit.gz
587739406228848653,142.026,26.38314,0.0434722,4.394293,0.9870162,1.313506,4576,2,40,197,E,fpC-004576-r2-0197.fit.gz
588017702939132115,200.1568,11.51594,0.0725902,4.866414,0.9863954,1.309312,3836,2,41,340,E,fpC-003836-r2-0340.fit.gz
587741531702951994,148.9685,23.99783,0.0598225,4.179729,0.9859301,1.230861,5071,1,40,230,E,fpC-005071-r1-0230.fit.gz
587736543094374455,220.6933,8.725583,0.0341775,4.448015,0.9857292,1.073408,3909,5,40,168,E,fpC-003909-r5-0168.fit.gz
587736543633211403,225.229,8.58225,0.0555646,4.350787,0.9851069,1.099759,3909,6,40,198,E,fpC-003909-r6-0198.fit.gz
587726016144670854,184.6137,3.325667,0.0772634,4.211903,0.9848993,1.275953,1458,5,40,399,E,fpC-001458-r5-0399.fit.gz
588010359615258698,162.0459,5.001667,0.0345521,9.455086,0.9848861,1.181855,2126,4,41,286,E,fpC-002126-r4-0286.fit.gz
587739810500510111,245.1257,14.37086,0.0537835,4.119104,0.984874,1.279761,4670,3,40,317,E,fpC-004670-r3-0317.fit.gz
587742576455581896,216.8212,16.83097,0.0515315,5.608524,0.9848115,1.184282,5314,3,40,258,E,fpC-005314-r3-0258.fit.gz
588017703489634333,231.6228,8.590611,0.0345359,4.042532,0.9847974,1.155781,3836,3,41,548,E,fpC-003836-r3-0548.fit.gz
588018056722907351,213.1452,49.76983,0.0708895,4.414466,0.9839928,1.17111,3918,5,41,124,E,fpC-003918-r5-0124.fit.gz
587738950957858991,205.8073,35.00286,0.0346499,4.952044,0.9835976,1.343158,4470,2,40,129,E,fpC-004470-r2-0129.fit.gz
587741531711996075,171.6046,28.44908,0.0733785,3.521543,0.9835777,1.026894,5071,1,40,368,E,fpC-005071-r1-0368.fit.gz
588017721714999495,173.2284,42.49208,0.0338489,4.474816,0.983545,1.230883,3840,5,41,117,E,fpC-003840-r5-0117.fit.gz
588017724403548221,192.005,6.778278,0.079865,4.334764,0.9834752,1.164154,3841,2,41,181,E,fpC-003841-r2-0181.fit.gz
587726031171944615,173.5043,1.349889,0.0755802,4.892045,0.9830798,1.376532,1462,1,40,321,E,fpC-001462-r1-0321.fit.gz
588017990703186271,235.2323,5.933195,0.0498501,5.484833,0.9827316,1.515351,3903,2,41,359,E,fpC-003903-r2-0359.fit.gz
587739132417081407,209.7271,35.25555,0.0349916,4.257284,0.9814097,1.202519,4512,4,40,81,E,fpC-004512-r4-0081.fit.gz
588017947755741264,225.7383,34.14742,0.0778156,6.912033,0.9810358,1.285614,3893,2,41,393,E,fpC-003893-r2-0393.fit.gz
587736976890200124,247.4724,20.23256,0.0357297,4.333263,0.9809867,1.023332,4010,5,40,231,E,fpC-004010-r5-0231.fit.gz
587732483287089347,186.6413,49.90583,0.0869493,4.306426,0.9806274,1.173247,2964,3,40,329,E,fpC-002964-r3-0329.fit.gz
587741392103145853,129.6129,20.46039,0.0941978,3.813873,0.9800442,1.102934,5038,5,40,26,E,fpC-005038-r5-0026.fit.gz
587741816781209661,147.0381,20.30911,0.0396128,3.592332,0.9795987,1.067837,5137,4,40,227,E,fpC-005137-r4-0227.fit.gz
588017948285337689,206.173,40.46728,0.075363,5.061806,0.9787429,1.419051,3893,3,41,282,E,fpC-003893-r3-0282.fit.gz
587734622699061348,117.6578,22.99114,0.0450753,7.905945,0.9785014,1.306142,3462,4,40,45,E,fpC-003462-r4-0045.fit.gz
587742577520541734,195.8518,20.19692,0.0638053,4.322736,0.977941,1.123115,5314,5,40,124,E,fpC-005314-r5-0124.fit.gz
587726014005575905,203.767,1.347333,0.0797385,3.740249,0.9778982,1.168351,1458,1,40,527,E,fpC-001458-r1-0527.fit.gz
587731185651613943,324.8045,-0.5085278,0.0637467,4.235634,0.9776772,1.043848,2662,2,40,47,E,fpC-002662-r2-0047.fit.gz
587733442656010273,231.3459,48.44011,0.0371954,4.14852,0.9774929,1.273031,3187,6,40,33,E,fpC-003187-r6-0033.fit.gz
587731869631578318,169.942,54.4673,0.0692177,3.696736,0.9765422,1.182312,2821,4,40,145,E,fpC-002821-r4-0145.fit.gz
587739720846868660,241.2487,17.87036,0.0331903,4.993267,0.9764856,1.410248,4649,4,40,375,E,fpC-004649-r4-0375.fit.gz
587731185668849851,4.120917,-0.6073889,0.068189,4.182617,0.9763132,1.163959,2662,2,40,310,E,fpC-002662-r2-0310.fit.gz
588017626155057366,184.0281,44.649,0.075543,4.925402,0.9759158,1.109207,3818,3,41,164,E,fpC-003818-r3-0164.fit.gz
587722952767439331,237.2022,-4.444444E-4,0.0958177,4.482485,0.9757413,1.278779,745,3,40,524,E,fpC-000745-r3-0524.fit.gz
587729971254132942,226.5928,-1.751833,0.0368449,4.907811,0.9756566,1.241331,2379,4,40,116,E,fpC-002379-r4-0116.fit.gz
587736543097258295,227.3353,7.885334,0.0449372,4.642185,0.974765,0.99327,3909,5,40,212,E,fpC-003909-r5-0212.fit.gz
587727180064620725,10.58,-9.387722,0.058153,4.808106,0.9739515,1.534157,1729,5,40,152,E,fpC-001729-r5-0152.fit.gz
588017726543888561,175.6221,8.318806,0.0857875,3.614336,0.9729146,1.141171,3841,6,41,72,E,fpC-003841-r6-0072.fit.gz
587739707938570335,194.8332,30.02489,0.0842325,7.092687,0.9723818,1.243361,4646,4,40,18,E,fpC-004646-r4-0018.fit.gz
588017713122902167,211.0218,49.97978,0.0709719,3.536729,0.9717153,1.130124,3838,5,41,84,E,fpC-003838-r5-0084.fit.gz
587739827676250280,241.4463,15.79097,0.0409915,7.781086,0.9715186,1.321408,4674,3,40,254,E,fpC-004674-r3-0254.fit.gz
587731874459681001,119.023,33.74453,0.0742873,5.923598,0.971202,1.133519,2822,5,40,88,E,fpC-002822-r5-0088.fit.gz
587742575914385583,206.5355,18.01344,0.0722673,5.639201,0.9709376,1.005078,5314,2,40,192,E,fpC-005314-r2-0192.fit.gz
587742576446996576,196.275,19.29494,0.0697379,3.23793,0.9703528,0.9772691,5314,3,40,127,E,fpC-005314-r3-0127.fit.gz
587733604267590015,246.7392,39.12772,0.0309376,4.069822,0.9701331,1.093298,3225,3,40,238,E,fpC-003225-r3-0238.fit.gz
587725551731409003,118.649,44.15181,0.0313902,4.874791,0.970057,1.285954,1350,4,40,95,E,fpC-001350-r4-0095.fit.gz
587739131890303010,234.5177,26.26122,0.0344926,4.707673,0.9695458,1.022291,4512,3,40,235,E,fpC-004512-r3-0235.fit.gz
587736585499771048,210.3177,39.71564,0.0791091,3.616339,0.9693022,1.032966,3919,4,40,55,E,fpC-003919-r4-0055.fit.gz
587738411943067776,166.6172,15.36828,0.0881435,4.502452,0.9691268,1.426862,4344,6,40,184,E,fpC-004344-r6-0184.fit.gz
587731185125818492,350.1211,-1.002417,0.0312728,5.238196,0.9690908,1.05052,2662,1,40,216,E,fpC-002662-r1-0216.fit.gz
588017977832505476,221.8802,33.10175,0.0875241,6.135684,0.9689788,0.9692987,3900,2,41,576,E,fpC-003900-r2-0576.fit.gz
587736940373410047,220.4272,33.30283,0.0574615,4.419803,0.968772,1.141411,4002,1,40,85,E,fpC-004002-r1-0085.fit.gz
587736543099683022,232.9259,7.287389,0.0342011,4.293392,0.9684219,1.0146,3909,5,40,249,E,fpC-003909-r5-0249.fit.gz
588007005807837240,253.62,39.37197,0.0352605,3.461901,0.9683207,1.058215,1345,5,41,670,E,fpC-001345-r5-0670.fit.gz
587739380990411044,225.0419,28.01544,0.0467663,5.063489,0.968208,1.099158,4570,3,40,113,E,fpC-004570-r3-0113.fit.gz
587741490889687530,123.1165,15.70208,0.0876464,3.732724,0.9681076,1.077381,5061,5,40,61,E,fpC-005061-r5-0061.fit.gz
587729160049000586,214.9642,5.061111,0.087485,5.646064,0.9679059,1.792021,2190,5,40,220,E,fpC-002190-r5-0220.fit.gz
588017724938977304,188.6647,7.118111,0.0839514,3.452063,0.9678658,1.009784,3841,3,41,159,E,fpC-003841-r3-0159.fit.gz
588010359615258696,162.0496,4.998583,0.0343433,6.461204,0.9676791,1.181855,2126,4,41,286,E,fpC-002126-r4-0286.fit.gz
587741830731137142,165.4195,24.85892,0.0675203,5.525798,0.9672731,1.276414,5140,6,40,94,E,fpC-005140-r6-0094.fit.gz
587739706332938345,207.4811,27.14758,0.0628525,5.733921,0.9668438,1.306497,4646,1,40,94,E,fpC-004646-r1-0094.fit.gz
588017978914243028,240.8366,25.30925,0.0878956,4.024847,0.9668075,0.9402086,3900,4,41,698,E,fpC-003900-r4-0698.fit.gz
587733603718922320,214.6883,55.87422,0.078154,4.530324,0.9667184,1.352774,3225,2,40,58,E,fpC-003225-r2-0058.fit.gz
587739380457209910,233.4166,24.40469,0.0434307,6.522106,0.9664101,1.356999,4570,2,40,169,E,fpC-004570-r2-0169.fit.gz
588017979953643559,147.4671,34.71411,0.0387985,8.169257,0.9663342,1.339587,3900,6,41,174,E,fpC-003900-r6-0174.fit.gz
587726031722315945,204.3322,1.681722,0.0771873,4.139095,0.9662395,1.130373,1462,2,40,527,E,fpC-001462-r2-0527.fit.gz
587739721370370254,209.9026,28.09208,0.0737901,5.106642,0.9662064,1.620461,4649,5,40,171,E,fpC-004649-r5-0171.fit.gz
587739381530886377,233.615,25.15483,0.035176,4.673241,0.9656888,1.313284,4570,4,40,168,E,fpC-004570-r4-0168.fit.gz
587739827662290999,208.8058,25.05181,0.0311195,6.631146,0.9654934,1.66705,4674,3,40,41,E,fpC-004674-r3-0041.fit.gz
587733410986393778,224.64,47.49761,0.085487,6.416906,0.9653745,1.273799,3180,3,40,121,E,fpC-003180-r3-0121.fit.gz
587742576460890259,229.1061,14.42397,0.0559848,3.625748,0.9652154,1.122674,5314,3,40,339,E,fpC-005314-r3-0339.fit.gz
587733603717021863,207.3724,57.482,0.0704933,4.685957,0.964735,1.24057,3225,2,40,29,E,fpC-003225-r2-0029.fit.gz
588848899908632698,170.7286,-0.2021944,0.0898748,4.049089,0.9647321,1.174056,756,3,44,367,E,fpC-000756-r3-0367.fit.gz
588011101035626607,243.7694,43.59553,0.0650983,4.918787,0.9647009,1.53453,2299,1,41,311,E,fpC-002299-r1-0311.fit.gz
587735744223969490,234.7891,36.0905,0.0654052,5.033786,0.9645653,1.188464,3723,5,40,69,E,fpC-003723-r5-0069.fit.gz
587742629059297417,216.8862,15.52497,0.0536416,4.854906,0.964086,1.472425,5326,5,40,111,E,fpC-005326-r5-0111.fit.gz
587738568175845526,206.5853,13.08381,0.0812233,3.90631,0.9640183,1.125063,4381,1,40,235,E,fpC-004381-r1-0235.fit.gz
587728879792947520,130.1434,2.611333,0.0496372,6.512706,0.9633285,1.60916,2125,3,40,76,E,fpC-002125-r3-0076.fit.gz
587725471207063715,130.8217,52.75795,0.0587711,5.082862,0.9632598,1.601237,1331,6,40,191,E,fpC-001331-r6-0191.fit.gz
587741490359107704,137.0556,21.1678,0.0802546,3.473147,0.9631603,0.9762511,5061,4,40,157,E,fpC-005061-r4-0157.fit.gz
587739158722969818,137.1395,28.12989,0.0472483,4.317327,0.9628609,1.28657,4518,5,40,69,E,fpC-004518-r5-0069.fit.gz
587742863132459162,164.809,15.50228,0.0889578,4.208131,0.9628073,1.073122,5381,1,40,72,E,fpC-005381-r1-0072.fit.gz
587736975809052959,230.8918,27.75303,0.0682233,3.359823,0.9627162,1.072692,4010,3,40,118,E,fpC-004010-r3-0118.fit.gz
587722982828081350,212.5145,-0.3558611,0.0829837,4.648856,0.9626475,1.440209,752,3,40,461,E,fpC-000752-r3-0461.fit.gz
587736619865407501,248.2567,22.79739,0.0363555,8.92122,0.9625722,1.153283,3927,4,40,145,E,fpC-003927-r4-0145.fit.gz
587732578311340137,163.6089,7.142722,0.0523751,5.884805,0.9618133,1.523654,2986,4,40,300,E,fpC-002986-r4-0300.fit.gz
587739720305082445,230.039,21.90478,0.0383694,6.062806,0.9618132,1.224687,4649,3,40,300,E,fpC-004649-r3-0300.fit.gz
587742864745365654,170.0785,17.17822,0.0539236,4.767538,0.9616985,1.201112,5381,4,40,107,E,fpC-005381-r4-0107.fit.gz
587732049480384567,136.7938,46.21114,0.040355,5.21246,0.9616527,1.451045,2863,3,40,100,E,fpC-002863-r3-0100.fit.gz
588017977832767707,222.51,32.83336,0.0852191,3.242079,0.9615803,1.00092,3900,2,41,580,E,fpC-003900-r2-0580.fit.gz
587729158986137787,239.7897,2.799583,0.0477245,5.453783,0.9615523,1.303396,2190,3,40,386,E,fpC-002190-r3-0386.fit.gz
587734690352070863,139.8526,6.467195,0.0609873,3.960912,0.9612668,1.029725,3478,2,40,156,E,fpC-003478-r2-0156.fit.gz
588298664118452274,210.8629,45.23533,0.0408397,3.74514,0.9612272,1.031681,3716,5,42,158,E,fpC-003716-r5-0158.fit.gz
588017625610649675,160.5559,41.61097,0.0799726,3.538428,0.9610563,1.112449,3818,2,41,49,E,fpC-003818-r2-0049.fit.gz
588017625623167135,199.6907,43.23536,0.0523029,4.362691,0.9608091,1.198557,3818,2,41,240,E,fpC-003818-r2-0240.fit.gz
587736545778991181,235.93,4.253806,0.0422969,3.039633,0.9606908,0.9455733,3910,2,40,172,E,fpC-003910-r2-0172.fit.gz
587742549608235242,222.2301,15.24725,0.066679,4.223568,0.9605992,0.99085,5308,1,40,200,E,fpC-005308-r1-0200.fit.gz
588017627219558598,155.1764,41.60775,0.0949815,3.295026,0.9604036,1.056922,3818,5,41,23,E,fpC-003818-r5-0023.fit.gz
588018089473016052,245.5363,27.34844,0.094467,4.470033,0.9603086,1.178863,3926,2,41,139,E,fpC-003926-r2-0139.fit.gz
587733410457976921,244.5023,35.11028,0.0313649,7.234951,0.9601678,1.252696,3180,2,40,250,E,fpC-003180-r2-0250.fit.gz
588017991237435568,229.1946,7.027,0.0387034,9.021869,0.9600829,1.088537,3903,3,41,319,E,fpC-003903-r3-0319.fit.gz
587736478675042420,240.8247,7.52575,0.049316,3.355798,0.9599284,1.06635,3894,5,40,247,E,fpC-003894-r5-0247.fit.gz
587736961847066753,215.3267,32.35925,0.0636814,5.048573,0.9598212,1.303082,4007,1,40,67,E,fpC-004007-r1-0067.fit.gz
587739810491138188,224.0427,21.99233,0.0462569,4.389153,0.9598098,1.131834,4670,3,40,174,E,fpC-004670-r3-0174.fit.gz
587739845923045487,224.4115,20.49817,0.0667536,4.645471,0.9594792,1.414582,4678,5,40,150,E,fpC-004678-r5-0150.fit.gz
587726015093211396,235.4799,1.4215,0.0848146,4.103767,0.9594399,1.203145,1458,3,40,739,E,fpC-001458-r3-0739.fit.gz
587731500258754725,152.4353,52.96069,0.0453674,4.768368,0.9592807,1.237554,2735,4,40,59,E,fpC-002735-r4-0059.fit.gz
587742062126825750,137.1411,16.04656,0.0718498,4.680972,0.9591322,1.21174,5194,5,40,160,E,fpC-005194-r5-0160.fit.gz
587742775623352352,158.2936,16.62561,0.0995231,4.785159,0.9582697,1.401913,5360,6,40,85,E,fpC-005360-r6-0085.fit.gz
587736783075868872,253.162,24.32689,0.0475073,4.781873,0.958176,1.304235,3965,4,40,171,E,fpC-003965-r4-0171.fit.gz
587731187273564379,350.6897,0.6704722,0.0679755,3.584653,0.9581332,1.10716,2662,5,40,220,E,fpC-002662-r5-0220.fit.gz
588017978379272336,244.5452,22.553,0.0515876,3.13484,0.957786,0.982047,3900,3,41,727,E,fpC-003900-r3-0727.fit.gz
587730817364066370,342.0584,-9.041778,0.0656356,4.348319,0.9576438,1.331117,2576,4,40,137,E,fpC-002576-r4-0137.fit.gz
587732772664573959,178.7873,10.82775,0.0492284,4.36321,0.9571607,1.353002,3031,6,40,391,E,fpC-003031-r6-0391.fit.gz
587731874461450288,122.2475,36.6875,0.0304692,4.983716,0.9571154,1.015718,2822,5,40,115,E,fpC-002822-r5-0115.fit.gz
588023046404112580,138.615,19.37117,0.0780757,3.642275,0.9568634,1.117783,5080,3,41,169,E,fpC-005080-r3-0169.fit.gz
587742864211312713,176.8304,17.19078,0.0685561,5.060631,0.9567435,1.089668,5381,3,40,150,E,fpC-005381-r3-0150.fit.gz
587734303269519629,338.6902,-1.082278,0.089788,3.845094,0.9565765,1.072316,3388,1,40,177,E,fpC-003388-r1-0177.fit.gz
587736586581573665,231.7097,33.14297,0.0699039,7.971357,0.9560452,1.244057,3919,6,40,178,E,fpC-003919-r6-0178.fit.gz
588016891714601060,161.6382,39.98289,0.0300679,4.8705,0.9559492,1.335598,3647,3,41,148,E,fpC-003647-r3-0148.fit.gz
